Location,Date,Event,Person,Category,Scripture,Reference,Certainty,Latitude,Longitude
Corinth,51 C.E.,Silvanus joins Paul and Timothy in writing the second letter to the Thessalonians.,Silas (Silvanus),Fellow worker,2 Thessalonians 1:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200004118,1,,
Corinth,52 C.E.,Silas assists Paul in Corinth before the apostle departs for the seaport of Cenchreae.,Silas (Silvanus),Fellow worker,Acts 18:18,https://wol.jw.org/en/wol/d/r1/lp-e/1200004118,1,,
Babylon,62 C.E.,Silvanus serves as a secretary for the apostle Peter and assists in writing an inspired letter.,Silas (Silvanus),Secretary,1 Peter 5:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200004118,1,,
Babylon,63 C.E.,Silvanus continues his faithful service with the apostle Peter in Babylon.,Silas (Silvanus),Secretary,1 Peter 5:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200004118,1,,
Babylon,64 C.E.,Silvanus completes his work with Peter as a faithful brother.,Silas (Silvanus),Secretary,1 Peter 5:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200004118,1,,
Lystra,49 C.E.,Timothy is a Christian disciple in the city who is well-reported on by the brothers in Lystra and Iconium.,Timothy,Disciple,Acts 16:1-2,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Lystra,50 C.E.,Timothy is circumcised by the apostle Paul to remove a potential obstacle to the ministry among the local Jews.,Timothy,Disciple,Acts 16:3,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Lystra,50 C.E.,Timothy departs from his hometown with Paul and Silas to share in Christian activities during the second missionary tour.,Timothy,Disciple,Acts 16:3-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Derbe,50 C.E.,Timothy arrives in the city with Paul and Silas as they deliver the decrees decided on by the apostles in Jerusalem.,Timothy,Disciple,"Acts 16:1,4",https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Troas,50 C.E.,Timothy arrives at the seaport and departs by ship for Macedonia following Paul's vision of a man entreating for help.,Timothy,Disciple,Acts 16:8-11,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Philippi,50 C.E.,Timothy arrives in Macedonia and shares in the ministry until opposition forces the missionary party to leave the city.,Timothy,Disciple,Acts 16:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Thessalonica,50 C.E.,Timothy arrives in the city and helps establish a congregation of believers before a riot necessitates his departure.,Timothy,Disciple,Acts 17:1-10,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Beroea,50 C.E.,Timothy arrives and stays behind with Silas to care for the new group of believers while Paul departs for Athens.,Timothy,Disciple,Acts 17:10-14,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Beroea,50 C.E.,Timothy departs from the city to visit the brothers in Thessalonica and encourage them to remain faithful despite their tribulations.,Timothy,Disciple,1 Thessalonians 3:1-2,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Thessalonica,50 C.E.,Timothy arrives in the city to comfort the brothers regarding their faith and learn of their spiritual condition.,Timothy,Disciple,1 Thessalonians 3:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Thessalonica,51 C.E.,Timothy departs from the city to rejoin Paul and Silas who are active in the ministry in Corinth.,Timothy,Disciple,Acts 18:5,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Corinth,51 C.E.,Timothy arrives in Corinth and brings heartwarming news to Paul about the faithfulness and love of the Thessalonian Christians.,Timothy,Disciple,1 Thessalonians 3:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Corinth,52 C.E.,Timothy stays in the city assisting Paul in Establishing the congregation for a period of eighteen months.,Timothy,Disciple,"Acts 18:5,11",https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Ephesus,52 C.E.,Timothy arrives in Ephesus with Paul during the third missionary tour and begins an extended period of service.,Timothy,,Acts 19:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Ephesus,53 C.E.,Timothy continues his ministry in the city where Paul preaches daily in the school auditorium of Tyrannus.,Timothy,,Acts 19:9-10,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Ephesus,54 C.E.,Timothy continues his ministry in the city as the word of Jehovah grows mightily and magic practitioners burn their books.,Timothy,,"Acts 19:10,19",https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Ephesus,55 C.E.,Timothy is sent by Paul to Macedonia in advance to minister to the brothers in that region.,Timothy,,Acts 19:22,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Macedonia,55 C.E.,Timothy arrives in the region to attend to congregation matters while Paul remains in the province of Asia.,Timothy,,Acts 19:22,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Macedonia,56 C.E.,Timothy departs for Troas as he prepares to return to Jerusalem with Paul and several other disciples.,Timothy,,Acts 20:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Troas,56 C.E.,Timothy arrives at the seaport and waits for Paul's party before they all spend seven days together with the local brothers.,Timothy,,Acts 20:5-6,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Jerusalem,56 C.E.,Timothy arrives in the city with Paul and other disciples to conclude the third missionary tour and deliver relief funds.,Timothy,,Acts 21:15-17,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Rome,59 C.E.,Timothy arrives in the city to assist the apostle Paul during his first imprisonment and is included in the salutations of several letters.,Timothy,,Philippians 1:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Rome,60 C.E.,Timothy remains in the city in close association with Paul and personally endures a period of imprisonment for his faith.,Timothy,,Hebrews 13:23,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Rome,61 C.E.,Timothy is released from his imprisonment and prepares to join Paul in his renewed missionary activity.,Timothy,,Hebrews 13:23,https://wol.jw.org/en/wol/d/r1/lp-e/1200004416,1,,
Ephesus,61 C.E.,Timothy arrives in Ephesus at Paul's direction to stay and correct those who are teaching different doctrines in the congregation.,Timothy,Overseer,1 Timothy 1:3,https://wol.jw.org/en/wol/d/r1/lp-e/1200004417,1,,
Ephesus,62 C.E.,Timothy serves as an overseer and is encouraged by Paul to be an example to the faithful ones in speaking and conduct.,Timothy,Overseer,1 Timothy 4:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200004417,1,,
Ephesus,63 C.E.,Timothy continues his duties as an overseer and is charged by Paul to guard the sacred message entrusted to him.,Timothy,Overseer,1 Timothy 6:20,https://wol.jw.org/en/wol/d/r1/lp-e/1200004417,1,,
Ephesus,64 C.E.,Timothy continues to handle organizational procedures in the congregation and fight against apostate teachings.,Timothy,Overseer,1 Timothy 1:3-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200004417,1,,
Ephesus,65 C.E.,Timothy remains in the city as an overseer but is urged by Paul to come to Rome quickly before winter.,Timothy,Overseer,"2 Timothy 4:9,21",https://wol.jw.org/en/wol/d/r1/lp-e/1001070159,1,,
Antioch,49 C.E.,Titus departs from Syrian Antioch with Paul and Barnabas to travel to Jerusalem regarding a dispute about circumcision.,Titus,,Galatians 2:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Jerusalem,49 C.E.,Titus arrives in Jerusalem as an uncircumcised Greek companion of Paul for the meeting with the apostles and older men.,Titus,,Galatians 2:1-3,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Ephesus,55 C.E.,Titus departs from Ephesus at Paul's direction to travel to Corinth to assist the congregation with a relief collection.,Titus,Fellow worker,2 Corinthians 8:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Corinth,55 C.E.,Titus arrives in Corinth to initiate the relief collection and observe the reaction of the congregation to Paul's first letter.,Titus,Fellow worker,2 Corinthians 7:13-15,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Corinth,55 C.E.,Titus departs from Corinth after ministering to the congregation to meet the apostle Paul and provide a progress report.,Titus,Fellow worker,2 Corinthians 7:5-7,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Macedonia,55 C.E.,Titus arrives in Macedonia and brings Paul a good report regarding the Corinthian congregation's obedience and repentance.,Titus,Fellow worker,2 Corinthians 7:6-7,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Macedonia,55 C.E.,Titus departs for Corinth to complete the collection for needy brothers and deliver Paul's second inspired letter.,Titus,Fellow worker,2 Corinthians 8:16-17,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Corinth,55 C.E.,Titus arrives in Corinth for a second time to complete the relief ministration and deliver Paul's second letter to the congregation.,Titus,Fellow worker,2 Corinthians 8:16-24,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Crete,61 C.E.,Titus is left in Crete by Paul to correct congregational defects and make appointments of older men in city after city.,Titus,Elder,Titus 1:5,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Crete,62 C.E.,Titus remains in Crete to organize congregations and appoint older men as instructed by the apostle Paul.,Titus,Elder,Titus 1:5,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Crete,63 C.E.,Titus continues his challenging assignment in Crete to handle rebellious men and promote wholesome teaching.,Titus,Elder,Titus 1:5,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Crete,64 C.E.,Titus departs from the island of Crete to travel toward Nicopolis to join Paul for the winter.,Titus,Elder,Titus 3:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Nicopolis,64 C.E.,Titus arrives in Nicopolis to join the apostle Paul for the winter following his assignment in Crete.,Titus,Elder,Titus 3:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Nicopolis,65 C.E.,Titus departs from Nicopolis to travel to Dalmatia during the time of Paul's second imprisonment in Rome.,Titus,,2 Timothy 4:10,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Dalmatia,65 C.E.,Titus arrives in Dalmatia to regulate congregational affairs and engage in missionary activities with Paul's approval.,Titus,,2 Timothy 4:10,https://wol.jw.org/en/wol/d/r1/lp-e/1200004431,1,,
Jerusalem,33 C.E.,Philip is selected as one of the seven reputable men to organize the daily distribution of food among the Greek-speaking and Hebrew-speaking Christian widows.,Philip (the Evangelizer),Food distributor,Acts 6:1-6,https://wol.jw.org/en/wol/d/r1/lp-e/1001070697,1,,
Jerusalem,34 C.E.,Philip departs from the city following the death of Stephen as the congregation is scattered throughout the regions of Judea and Samaria.,Philip (the Evangelizer),Evangelizer,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Samaria,34 C.E.,Philip arrives in a city of Samaria and begins preaching the good news and performing miraculous signs.,Philip (the Evangelizer),Evangelizer,Acts 8:5-7,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Samaria,34 C.E.,Philip departs for the road that runs from Jerusalem to Gaza after being directed by Jehovah's angel.,Philip (the Evangelizer),Evangelizer,Acts 8:26,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Road from Jerusalem to Gaza,34 C.E.,Philip arrives on the desert road and encounters an Ethiopian eunuch whom he baptizes after declaring the good news about Jesus.,Philip (the Evangelizer),Evangelizer,Acts 8:27-38,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Road from Jerusalem to Gaza,34 C.E.,Philip is led away by Jehovah's spirit from the eunuch and finds himself in Ashdod.,Philip (the Evangelizer),Evangelizer,Acts 8:39,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Ashdod,34 C.E.,Philip arrives in the city and continues declaring the good news as he travels through other cities near the coast.,Philip (the Evangelizer),Evangelizer,Acts 8:40,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,34 C.E.,Philip arrives in the city after preaching in all the coastal cities and establishes his home there.,Philip (the Evangelizer),Evangelizer,Acts 8:40,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,35 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,36 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,37 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,38 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,39 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,40 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,41 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,42 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,43 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,44 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,45 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,46 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,47 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,48 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,49 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,50 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,51 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,52 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,53 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,54 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,55 C.E.,Philip continues his residence and likely ministry in the city following his preaching tour of the coastal regions.,Philip (the Evangelizer),Evangelizer,,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,56 C.E.,Philip welcomes the apostle Paul and Luke into his home as they travel toward Jerusalem.,Philip (the Evangelizer),Evangelizer,Acts 21:8,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,57 C.E.,Philip continues to live in the city with his four prophesying daughters during Paul's two-year imprisonment.,Philip (the Evangelizer),Evangelizer,Acts 21:9,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,58 C.E.,Philip continues to live in the city with his four prophesying daughters during Paul's two-year imprisonment.,Philip (the Evangelizer),Evangelizer,Acts 21:9,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,59 C.E.,Philip continues to live in the city with his four prophesying daughters.,Philip (the Evangelizer),Evangelizer,Acts 21:9,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,60 C.E.,Philip continues to live in the city with his four prophesying daughters.,Philip (the Evangelizer),Evangelizer,Acts 21:9,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,61 C.E.,Philip continues to live in the city with his four prophesying daughters.,Philip (the Evangelizer),Evangelizer,Acts 21:9,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,62 C.E.,Philip continues to live in the city with his four prophesying daughters.,Philip (the Evangelizer),Evangelizer,Acts 21:9,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,63 C.E.,Philip continues to live in the city with his four prophesying daughters.,Philip (the Evangelizer),Evangelizer,Acts 21:9,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,64 C.E.,Philip continues to live in the city with his four prophesying daughters.,Philip (the Evangelizer),Evangelizer,Acts 21:9,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Caesarea,65 C.E.,Philip continues to live in the city with his four prophesying daughters.,Philip (the Evangelizer),Evangelizer,Acts 21:9,https://wol.jw.org/en/wol/d/r1/lp-e/1001072161,1,,
Jerusalem,33 C.E.,Stephen is selected by the congregation as one of seven certified men to oversee the daily food distribution for widows.,Stephen,Disciple,Acts 6:5,https://wol.jw.org/en/wol/d/r1/lp-e/1200027421,1,,
Jerusalem,33 C.E.,Stephen performs great portents and signs among the people while full of divine favor and power.,Stephen,Disciple,Acts 6:8,https://wol.jw.org/en/wol/d/r1/lp-e/1200027421,1,,
Jerusalem,33 C.E.,Men from the Synagogue of the Freedmen argue with Stephen but cannot hold their own against his wisdom and spirit.,Stephen,Disciple,Acts 6:9-10,https://wol.jw.org/en/wol/d/r1/lp-e/1200027421,1,,
Jerusalem,34 C.E.,Stephen is seized and brought before the Sanhedrin after being falsely accused of speaking blasphemous words against Moses and God.,Stephen,Disciple,Acts 6:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200027421,1,,
Jerusalem,34 C.E.,Stephen looks intently into heaven and sees the glory of God and Jesus standing at God's right hand while standing before the council.,Stephen,Disciple,Acts 7:55-56,https://wol.jw.org/en/wol/d/r1/lp-e/1200027421,1,,
Jerusalem,34 C.E.,Stephen is cast outside the city and stoned to death while he appeals to the Lord Jesus to receive his spirit.,Stephen,Disciple,Acts 7:58-60,https://wol.jw.org/en/wol/d/r1/lp-e/1200027421,1,,
Jerusalem,34 C.E.,Devout men carry Stephen to his burial and make a great lamentation over him.,Stephen,,Acts 8:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200027421,1,,
Jerusalem,46 C.E.,Agabus departs from the city along with other prophets to travel toward Syrian Antioch.,Agabus,Prophet,Acts 11:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200270219,1,,
Antioch,46 C.E.,Agabus arrives in the city and stands up to indicate through the spirit that a great famine is about to occur on the inhabited earth.,Agabus,Prophet,Acts 11:28,https://wol.jw.org/en/wol/d/r1/lp-e/1200270219,1,,
Judea,56 C.E.,Agabus departs from the region of Judea to travel down toward the seaport city of Caesarea.,Agabus,Prophet,Acts 21:10,https://wol.jw.org/en/wol/d/r1/lp-e/1200270219,1,,
Caesarea,56 C.E.,Agabus arrives at the home of Philip the evangelizer and uses Paul's girdle to illustrate how the owner would be bound by the Jews in Jerusalem.,Agabus,Prophet,Acts 21:11,https://wol.jw.org/en/wol/d/r1/lp-e/1200270219,1,,
Caesarea,36 C.E.,Cornelius is a centurion of the Italian band who is described as a devout man fearing God and making supplication continually.,Cornelius,Centurion,Acts 10:1-2,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Caesarea,36 C.E.,Cornelius receives a vision of an angel who informs him that his prayers and gifts of mercy have ascended as a remembrance before God.,Cornelius,Centurion,Acts 10:3-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Caesarea,36 C.E.,Cornelius dispatches two of his house servants and a devout soldier to Joppa to summon Simon who is called Peter.,Cornelius,Centurion,Acts 10:7-8,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Caesarea,36 C.E.,Cornelius waits in the city for the arrival of Peter while having called together his relatives and close friends.,Cornelius,Centurion,Acts 10:24,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Caesarea,36 C.E.,Cornelius meets Peter at the door and falls down at his feet to do obeisance but is told to stand up as Peter is also a man.,Cornelius,Centurion,Acts 10:25-26,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Caesarea,36 C.E.,Cornelius explains that an angel appeared to him four days prior and instructed him to send for Simon in Joppa.,Cornelius,Centurion,Acts 10:30-32,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Caesarea,36 C.E.,Cornelius and his household listen intently as Peter declares the good news concerning the ministry and resurrection of Jesus Christ.,Cornelius,Centurion,Acts 10:33-43,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Caesarea,36 C.E.,Cornelius and those with him receive the holy spirit and begin speaking in tongues and glorifying God while Peter is yet speaking.,Cornelius,Centurion,Acts 10:44-46,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Caesarea,36 C.E.,Cornelius and his household are baptized in the name of Jesus Christ as the first uncircumcised Gentile converts to Christianity.,Cornelius,Centurion,Acts 10:47-48,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Caesarea,36 C.E.,Cornelius requests that the apostle Peter remain with them for some days following their baptism.,Cornelius,Centurion,Acts 10:48,https://wol.jw.org/en/wol/d/r1/lp-e/1200271415,1,,
Rome,49 C.E.,Aquila departs from the city with his wife Priscilla following a decree by Claudius Caesar ordering all Jews to leave Rome.,Aquila,,Acts 18:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Corinth,50 C.E.,Aquila arrives in the city after being expelled from Rome and begins working as a tentmaker.,Aquila,Tentmaker,Acts 18:2-3,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Corinth,50 C.E.,Aquila welcomes the apostle Paul into his home and works with him in the trade of tentmaking.,Aquila,Tentmaker,Acts 18:3,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Corinth,51 C.E.,Aquila remains in the city working at his trade and assisting Paul during the eighteen-month establishment of the congregation.,Aquila,Tentmaker,Acts 18:11,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Corinth,52 C.E.,Aquila departs by sea from the city to travel toward Syria in the company of Paul and Priscilla.,Aquila,,Acts 18:18,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Cenchreae,52 C.E.,Aquila arrives at the port before sailing away for the province of Asia.,Aquila,,Acts 18:18,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Ephesus,52 C.E.,Aquila arrives in the city and is left there by Paul to continue the ministry.,Aquila,,Acts 18:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Ephesus,53 C.E.,Aquila and Priscilla explain the way of God more accurately to Apollos after hearing him speak boldly in the synagogue.,Aquila,Teacher,Acts 18:26,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Ephesus,54 C.E.,Aquila hosts a congregation in his home and sends hearty greetings to the Christian brothers in Corinth.,Aquila,,1 Corinthians 16:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Ephesus,55 C.E.,Aquila departs from the city to return to Rome.,Aquila,,Romans 16:3,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Rome,56 C.E.,Aquila arrives back in the city and is commended by Paul as a fellow worker who risked his neck for the apostle's soul.,Aquila,Fellow worker,Romans 16:3-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Rome,56 C.E.,Aquila continues his service in the city while hosting a congregation in his house.,Aquila,Fellow worker,Romans 16:5,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Rome,64 C.E.,Aquila departs from the city to return to Ephesus during the final period of Paul's ministry.,Aquila,,2 Timothy 4:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Ephesus,65 C.E.,Aquila is back in the city and is sent final greetings by the apostle Paul in his second letter to Timothy.,Aquila,,2 Timothy 4:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200020566,1,,
Rome,50 C.E.,Priscilla departs from the city with her husband Aquila because Emperor Claudius had ordered all the Jews to depart from Rome.,Priscilla (Prisca),,Acts 18:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Corinth,50 C.E.,Priscilla arrives in Corinth and begins working at the trade of tentmaking with her husband and the apostle Paul.,Priscilla (Prisca),Tentmaker,Acts 18:2-3,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Corinth,51 C.E.,Priscilla remains in Corinth and continues to work at the trade of tentmaking while assisting the local congregation.,Priscilla (Prisca),Tentmaker,Acts 18:3,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Corinth,52 C.E.,Priscilla departs from Corinth to travel toward Syria by ship accompanied by her husband Aquila and the apostle Paul.,Priscilla (Prisca),,Acts 18:18,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Ephesus,52 C.E.,Priscilla arrives in Ephesus where she remains after the apostle Paul continues his journey toward Jerusalem.,Priscilla (Prisca),,Acts 18:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Ephesus,52 C.E.,Priscilla and her husband take Apollos into their company and explain the way of God more accurately to him.,Priscilla (Prisca),Fellow worker,Acts 18:26,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Ephesus,53 C.E.,Priscilla remains in the city and provides hospitality to the congregation by hosting meetings in her home.,Priscilla (Prisca),Fellow worker,Acts 18:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Ephesus,54 C.E.,Priscilla remains in the city and provides hospitality to the congregation by hosting meetings in her home.,Priscilla (Prisca),Fellow worker,Acts 18:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Ephesus,55 C.E.,Priscilla sends her hearty greetings to the congregation in Corinth from Ephesus along with the congregation meeting in her house.,Priscilla (Prisca),Fellow worker,1 Corinthians 16:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Ephesus,55 C.E.,Priscilla departs from the city of Ephesus to return to Rome.,Priscilla (Prisca),,Romans 16:3,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Rome,56 C.E.,Priscilla arrives in Rome and is greeted by the apostle Paul as a fellow worker who risked her own neck for his soul.,Priscilla (Prisca),Fellow worker,Romans 16:3-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
